image_name,point_0_x,point_0_y,point_1_x,point_1_y,point_2_x,point_2_y,point_3_x,point_3_y,point_4_x,point_4_y,point_5_x,point_5_y,point_6_x,point_6_y,point_7_x,point_7_y,point_8_x,point_8_y,point_9_x,point_9_y,point_10_x,point_10_y,point_11_x,point_11_y,point_12_x,point_12_y,point_13_x,point_13_y,point_14_x,point_14_y,point_15_x,point_15_y,point_16_x,point_16_y,point_17_x,point_17_y,point_18_x,point_18_y,point_19_x,point_19_y,point_20_x,point_20_y
palm_24_keypoints,704.347,4216.27,923.996,4040.56,1143.64,3842.87,1209.54,3615.9,1187.57,3381.61,989.891,3557.33,982.569,3271.79,938.639,3066.78,945.961,2913.03,814.172,3564.65,792.207,3242.5,792.207,3022.85,777.564,2847.13,667.739,3593.94,653.096,3293.75,675.061,3081.42,631.131,2920.35,506.663,3630.55,499.342,3388.93,499.342,3227.86,513.985,3096.07
palm_250_keypoints,385.249,1667.54,427.277,1617.11,471.406,1551.96,460.899,1478.42,458.797,1404.87,410.466,1474.21,391.553,1392.26,374.742,1337.62,357.931,1293.5,370.54,1482.62,343.222,1385.96,326.411,1322.91,315.904,1272.48,326.411,1493.13,307.499,1402.77,294.89,1346.03,286.485,1297.7,290.688,1516.24,273.877,1444.79,271.775,1402.77,265.471,1364.94
palm_251_keypoints,383.93,1632.43,431.069,1587.34,467.96,1519.71,465.91,1441.83,461.811,1376.24,412.623,1435.68,396.227,1353.7,379.831,1302.46,365.484,1257.37,367.534,1439.78,351.138,1345.5,334.741,1284.01,320.395,1230.73,328.593,1456.17,314.246,1363.95,301.949,1308.61,289.652,1259.42,287.603,1478.72,279.404,1411.08,271.206,1365.99,271.206,1327.05
palm_252_keypoints,378.941,1552.04,439.315,1505.75,479.564,1441.35,475.539,1362.87,479.564,1294.44,425.228,1360.85,415.165,1268.28,405.103,1213.94,391.016,1165.65,378.941,1360.85,370.891,1264.26,360.829,1197.84,348.755,1137.47,338.692,1370.92,328.63,1278.34,326.618,1215.96,314.543,1161.62,294.418,1389.03,290.394,1316.58,290.394,1276.33,290.394,1232.06
palm_253_keypoints,370.309,1526.88,435.42,1478.57,485.829,1394.56,485.829,1312.64,490.029,1245.43,431.219,1316.84,422.818,1220.23,412.316,1155.12,406.015,1098.41,385.011,1323.15,378.71,1211.83,372.409,1136.21,370.309,1071.1,336.703,1329.45,345.105,1224.43,338.803,1157.22,334.603,1100.51,288.395,1342.05,296.796,1262.24,298.897,1218.13,303.097,1171.92
palm_254_keypoints,413.01,2045.29,449.432,1967.9,474.473,1883.67,456.262,1815.38,447.156,1753.92,401.628,1833.59,374.312,1753.92,351.548,1706.11,335.613,1662.86,358.377,1849.52,331.06,1765.3,308.296,1701.56,292.361,1658.31,319.678,1872.29,299.191,1788.06,278.703,1731.15,253.663,1683.35,278.703,1899.61,262.768,1833.59,249.11,1788.06,240.004,1749.36
palm_255_keypoints,425.79,1507.35,494.973,1457.04,549.481,1383.66,553.674,1304,557.866,1226.43,497.069,1301.9,497.069,1205.46,490.78,1138.38,488.684,1079.67,446.755,1295.61,450.947,1190.79,453.044,1117.41,450.947,1054.52,404.826,1306.09,415.308,1199.17,413.211,1129.99,406.922,1073.39,354.511,1318.67,360.8,1239.01,367.089,1190.79,373.379,1146.76
palm_256_keypoints,476.208,1469.07,544.664,1424.78,603.052,1356.32,605.066,1271.76,617.146,1193.24,544.664,1269.74,548.69,1167.06,550.704,1098.61,550.704,1044.24,492.315,1269.74,506.409,1154.98,508.422,1078.47,518.489,1008,450.034,1273.77,474.195,1163.03,476.208,1096.59,468.154,1046.26,403.725,1287.87,411.779,1205.32,423.859,1154.98,435.94,1108.67
palm_257_keypoints,551.7,1454.7,610.287,1400.45,664.535,1339.69,675.384,1246.39,692.744,1170.44,612.457,1250.73,614.627,1144.4,623.307,1068.45,629.816,1007.7,560.379,1246.39,575.569,1133.55,584.248,1048.93,595.098,977.319,510.472,1250.73,536.51,1142.23,549.53,1066.28,547.36,1005.53,471.413,1265.92,473.583,1170.44,490.943,1120.53,508.302,1072.79
palm_258_keypoints,645.855,1411.54,725.498,1352.38,766.458,1290.94,782.387,1199.92,793.764,1129.38,732.325,1197.64,723.223,1095.24,730.049,1020.15,741.427,960.989,666.335,1195.37,679.988,1086.14,691.365,999.673,702.743,931.407,609.446,1197.64,634.477,1097.52,652.681,1017.88,654.957,956.438,561.66,1215.85,570.762,1118,586.691,1067.94,607.171,1020.15
palm_259_keypoints,678.839,1395.37,764.456,1357.06,838.807,1275.95,856.831,1183.58,870.349,1100.21,786.986,1170.06,805.011,1059.66,820.782,987.561,827.541,919.97,732.913,1165.55,764.456,1037.13,777.974,956.019,800.505,888.427,685.599,1167.81,721.647,1046.14,735.166,971.79,748.684,901.945,636.031,1185.83,656.309,1088.95,674.333,1037.13,694.611,987.561
palm_25_keypoints,767.154,4501.25,925.815,4306.53,1127.75,4075.75,1156.59,3852.18,1156.59,3643.03,911.391,3816.12,853.696,3556.49,781.578,3368.98,716.671,3217.53,738.306,3837.75,644.552,3542.07,579.645,3332.92,521.95,3159.84,586.857,3895.45,507.526,3621.4,457.043,3441.1,406.56,3268.02,449.831,3967.57,392.136,3736.79,348.865,3614.19,334.441,3477.16
palm_260_keypoints,680.325,1361.17,768.068,1323.23,843.955,1244.97,867.669,1147.74,884.269,1071.86,796.526,1135.88,817.869,1022.06,841.583,943.797,851.069,879.768,749.097,1119.28,782.297,993.598,803.64,908.226,817.869,832.339,696.925,1119.28,737.239,1000.71,756.211,920.083,760.954,851.311,642.382,1131.14,673.21,1038.66,685.068,984.112,711.154,934.312
palm_261_keypoints,611.779,1327.85,680.881,1311.17,730.92,1292.1,742.834,1294.49,869.123,1141.99,702.326,1146.75,709.475,1034.76,721.389,951.361,740.451,884.642,635.607,1139.6,664.201,1015.7,678.498,929.916,692.795,856.049,576.037,1139.6,609.396,1027.61,637.99,941.83,649.904,872.728,521.232,1156.28,540.295,1049.06,566.506,991.869,592.717,939.447
palm_262_keypoints,479.083,1362.55,559.805,1337.18,638.221,1272.6,705.106,1231.09,755.846,1168.81,592.094,1141.14,603.626,1035.04,619.771,956.629,631.302,894.357,527.516,1134.22,564.418,1014.29,582.869,935.871,596.707,845.924,472.164,1136.52,520.597,1023.51,541.354,949.71,555.193,880.519,416.811,1154.98,444.487,1048.88,462.938,993.53,486.002,942.791
palm_263_keypoints,425.756,1390.78,514.655,1356.59,592.157,1279.09,608.113,1171.95,617.231,1092.17,537.45,1156,555.686,1042.02,571.642,969.081,576.201,900.697,482.743,1144.6,514.655,1016.95,532.891,937.169,546.568,861.946,430.315,1151.44,464.507,1026.07,482.743,948.566,489.581,880.182,377.887,1167.39,402.962,1067.1,414.359,1012.39,441.712,959.963
palm_264_keypoints,442.868,1399.1,534.002,1355.93,625.136,1276.79,673.102,1212.04,725.863,1188.05,548.392,1152.08,567.578,1036.96,577.171,960.219,586.764,888.271,488.435,1135.29,519.613,1008.18,536.4,921.846,555.587,845.102,440.47,1147.28,476.444,1020.18,490.833,941.033,495.63,866.686,387.708,1164.07,414.089,1065.74,423.682,1012.98,445.266,957.82
palm_265_keypoints,298.701,2152.54,340.139,2113.28,375.034,2043.49,359.767,1967.16,353.224,1903.91,292.158,1964.97,257.263,1886.46,235.454,1834.12,215.825,1786.14,250.72,1975.88,211.464,1888.64,185.292,1831.94,165.664,1781.78,204.921,1995.51,180.931,1912.63,163.483,1855.93,143.855,1816.67,174.388,2028.22,152.578,1954.07,143.855,1910.45,132.95,1873.38
palm_266_keypoints,280.822,2164.64,320.699,2122.54,353.93,2051.65,342.853,1971.9,331.776,1907.65,280.822,1974.11,243.161,1887.71,212.145,1832.33,192.207,1788.02,229.868,1987.41,194.422,1896.57,170.053,1830.11,143.469,1779.16,192.207,2005.13,158.976,1916.51,141.253,1861.13,121.315,1814.61,158.976,2036.14,139.038,1956.39,123.53,1916.51,110.238,1878.85
palm_267_keypoints,647.189,1947.77,724.078,1915.15,796.308,1838.26,819.607,1747.39,845.237,1689.14,717.088,1740.4,710.098,1635.55,707.768,1574.97,705.438,1519.05,656.509,1735.74,656.509,1630.89,661.169,1556.33,654.179,1498.08,614.569,1742.73,614.569,1644.87,619.229,1577.3,614.569,1523.71,574.96,1761.37,572.63,1682.15,572.63,1633.22,577.29,1593.61
palm_268_keypoints,268.269,2150.49,316.015,2114.11,352.393,2048.17,341.025,1968.6,325.11,1904.93,272.817,1966.32,234.165,1879.92,209.155,1832.18,188.692,1782.16,231.891,1979.96,186.419,1886.75,161.409,1825.36,140.946,1777.61,188.692,1998.15,156.862,1909.48,138.673,1854.91,113.663,1813.99,154.588,2020.89,129.578,1948.13,120.484,1909.48,106.842,1873.1
palm_269_keypoints,274.34,2158.12,316.396,2111.63,349.599,2040.8,336.318,1967.75,320.823,1899.14,267.699,1965.54,230.069,1879.21,207.934,1826.09,183.586,1777.39,225.642,1972.18,181.372,1881.43,159.237,1826.09,139.316,1772.97,183.586,1989.89,154.81,1905.78,134.889,1850.44,110.54,1808.38,152.597,2020.88,126.035,1950.05,117.18,1905.78,106.113,1872.57
palm_26_keypoints,1559.9,4440.94,1821.73,4288.2,2054.47,4128.2,2178.11,3910,2221.75,3728.17,1923.55,3779.08,1989.01,3517.25,1996.29,3335.42,1996.29,3160.87,1770.82,3735.44,1836.28,3444.52,1858.1,3248.14,1858.1,3051.77,1639.9,3742.72,1698.09,3466.34,1727.18,3277.24,1727.18,3109.95,1479.89,3786.36,1530.8,3553.62,1538.08,3400.88,1596.26,3269.96
palm_270_keypoints,278.805,2159.05,318.711,2110.28,351.965,2041.55,336.447,1959.52,323.145,1895.23,269.937,1959.52,232.248,1877.5,207.861,1824.29,187.908,1775.51,227.814,1972.83,183.474,1881.93,159.087,1817.64,139.134,1768.86,190.125,1990.56,156.87,1904.1,136.917,1848.68,114.747,1806.55,154.653,2023.82,128.049,1944.01,119.181,1901.88,105.879,1866.41
palm_271_keypoints,274.696,2148.45,317.47,2105.67,351.239,2035.89,342.234,1954.84,330.978,1891.8,276.948,1959.34,240.928,1873.79,209.41,1822.02,189.149,1770.24,225.169,1970.6,189.149,1878.3,166.636,1815.26,141.872,1763.48,189.149,1988.61,155.38,1900.81,137.37,1844.53,117.108,1804.01,153.128,2024.63,135.118,1943.58,119.359,1898.56,112.606,1862.54
palm_272_keypoints,276.703,2143.29,325.978,2098.5,359.574,2026.82,346.136,1950.67,330.457,1881.24,276.703,1952.91,240.867,1863.32,218.469,1809.57,200.551,1762.53,234.148,1961.87,196.072,1867.8,169.194,1807.33,149.036,1753.57,191.592,1977.55,164.715,1892.44,146.797,1834.2,126.639,1791.65,160.235,2006.66,137.838,1932.75,128.879,1892.44,115.44,1858.84
palm_273_keypoints,279.663,2125.29,324.212,2091.88,362.078,2025.06,350.941,1947.1,339.804,1882.5,286.346,1953.78,250.706,1864.68,221.75,1811.22,199.475,1762.22,237.342,1964.92,199.475,1869.14,177.201,1806.77,154.927,1755.54,199.475,1980.51,166.064,1891.41,146.017,1831.27,128.197,1791.18,163.836,2009.46,143.789,1933.73,130.425,1886.95,125.97,1849.09
palm_274_keypoints,285.48,2140.97,329.13,2097.32,370.598,2031.85,357.503,1955.46,342.225,1887.8,292.027,1957.64,259.289,1868.16,235.282,1815.78,215.639,1765.58,250.559,1966.37,211.274,1870.34,187.266,1807.05,165.441,1739.39,204.726,1979.47,180.719,1889.98,163.259,1835.42,143.616,1796.13,167.624,2007.84,150.164,1929.27,143.616,1887.8,132.703,1852.88
palm_275_keypoints,291.706,2163.82,334.354,2121.18,368.472,2057.21,364.207,1978.31,349.281,1912.2,298.104,1976.17,268.25,1888.75,246.926,1833.31,229.867,1786.39,251.191,1986.84,221.338,1890.88,202.146,1824.78,182.955,1762.94,214.941,1997.5,191.485,1910.07,176.558,1854.63,161.631,1805.58,180.823,2025.22,163.764,1952.72,159.499,1907.94,150.969,1871.69
palm_276_keypoints,289.885,2145.43,339.509,2110.91,376.187,2046.18,374.03,1966.35,361.084,1899.47,304.988,1957.72,274.782,1869.26,255.364,1815.32,240.261,1765.7,257.521,1970.67,225.158,1869.26,212.212,1804.53,192.794,1739.81,218.685,1983.61,194.952,1890.84,186.321,1834.74,169.061,1789.43,182.006,2009.5,169.061,1936.14,162.588,1890.84,158.273,1852
palm_277_keypoints,300.394,2165.75,348.392,2122.12,378.936,2054.49,368.027,1978.13,354.937,1912.68,300.394,1975.95,265.487,1893.04,243.67,1840.68,221.853,1797.05,254.579,1991.22,215.308,1901.77,195.672,1836.32,176.037,1788.32,213.126,2006.49,186.946,1921.4,169.492,1869.04,145.493,1823.23,180.401,2037.03,160.765,1958.49,147.675,1921.4,141.13,1886.5
palm_278_keypoints,322.424,2141.31,369.377,2102.9,414.196,2038.87,403.525,1957.77,394.988,1889.47,330.961,1951.37,309.619,1863.86,286.143,1806.24,273.337,1757.15,288.277,1955.64,260.532,1866,243.458,1801.97,226.384,1748.62,245.592,1972.71,226.384,1887.34,211.445,1825.45,196.505,1784.9,211.445,1994.05,196.505,1925.76,192.237,1887.34,187.968,1851.06
palm_279_keypoints,353.337,2145.18,410.966,2108.89,449.386,2044.86,449.386,1970.16,436.579,1901.86,368.277,1959.49,346.933,1871.97,327.723,1816.48,312.783,1765.25,325.589,1968.02,297.842,1871.97,280.766,1810.08,263.691,1739.64,280.766,1982.96,261.556,1895.45,250.884,1835.69,235.943,1793,246.615,2006.44,231.674,1936.01,227.406,1893.32,225.271,1852.76
palm_27_keypoints,1459.05,3828.66,1672.89,3715.06,1900.1,3601.45,2007.02,3387.61,2033.75,3180.45,1766.45,3280.69,1793.18,3006.71,1793.18,2819.6,1779.81,2639.17,1606.07,3253.96,1646.16,2933.2,1652.85,2732.72,1639.48,2538.93,1452.37,3253.96,1492.46,2959.93,1505.83,2779.5,1512.51,2599.07,1298.67,3274.01,1338.77,3033.44,1345.45,2899.79,1392.23,2759.45
palm_280_keypoints,365.836,2184.59,417.06,2141.9,461.88,2077.87,453.343,1998.9,451.209,1930.61,380.776,1996.77,350.895,1902.86,331.686,1847.37,314.612,1796.14,331.686,2001.04,299.671,1909.26,286.865,1843.1,269.791,1785.47,289,2018.11,265.522,1930.61,259.119,1866.58,244.179,1826.02,254.85,2043.73,239.91,1969.02,229.239,1928.47,227.104,1887.92
palm_281_keypoints,379.13,2216.22,419.69,2173.53,462.385,2103.08,455.981,2021.96,451.711,1953.65,368.456,2017.69,347.108,1923.76,325.761,1866.12,306.548,1806.35,319.356,2024.09,293.739,1930.16,276.661,1863.99,259.583,1810.62,280.931,2047.57,259.583,1955.78,244.64,1898.14,229.696,1851.18,246.774,2073.19,229.696,2000.61,223.292,1955.78,216.888,1917.35
palm_282_keypoints,388.003,2223.32,439.242,2182.76,473.401,2112.31,471.266,2033.31,471.266,1967.13,383.733,2031.18,355.979,1935.11,336.765,1881.73,326.09,1845.44,332.495,2037.58,302.606,1943.65,285.527,1879.6,266.312,1845.44,289.797,2056.8,266.312,1967.13,253.503,1907.35,242.828,1841.17,255.638,2086.69,236.423,2011.97,230.019,1969.27,221.479,1932.97
palm_283_keypoints,410.461,2208.01,465.85,2166.47,495.852,2097.23,495.852,2011.84,505.083,1956.45,405.845,2014.15,385.075,1921.84,366.612,1864.14,348.149,1811.06,361.996,2028,329.686,1921.84,313.531,1857.22,292.76,1806.44,315.839,2046.46,292.76,1951.84,281.221,1889.53,265.066,1845.68,283.529,2071.85,260.45,2000.3,253.526,1956.45,251.218,1917.22
palm_284_keypoints,483.807,2198.03,541.287,2163.54,580.372,2089.97,580.372,2014.1,596.467,1949.72,490.705,2018.7,470.012,1926.73,451.619,1866.95,435.525,1814.07,447.021,2032.49,419.431,1929.03,407.935,1860.05,391.841,1804.87,398.738,2050.89,382.644,1954.32,373.447,1887.64,357.353,1843.96,361.951,2071.58,345.857,1998,338.96,1954.32,336.661,1908.34
palm_285_keypoints,545.63,2219.29,614.936,2169.78,652.064,2083.15,654.539,2008.89,671.866,1954.44,560.481,2023.74,550.58,1929.69,533.254,1867.81,515.927,1818.3,513.452,2036.12,493.65,1934.64,481.274,1862.85,468.898,1803.45,473.848,2050.97,456.522,1956.91,449.096,1887.61,434.245,1843.05,434.245,2080.67,419.394,2001.47,414.443,1951.96,411.968,1907.41
palm_286_keypoints,593.07,2212.77,658.619,2176.35,699.89,2096.23,716.884,2016.12,729.023,1957.85,622.203,2020.97,602.781,1926.29,588.215,1863.17,585.787,1812.19,566.365,2035.54,549.371,1931.15,544.515,1858.32,534.804,1797.62,525.093,2052.53,510.527,1955.43,508.099,1885.02,495.961,1838.89,486.25,2076.81,471.683,1999.12,469.256,1950.57,469.256,1906.87
palm_287_keypoints,659.348,2222.67,730.193,2190.92,783.938,2110.3,791.267,2019.91,805.925,1958.83,698.435,2019.91,691.106,1927.08,676.448,1866,671.563,1819.59,654.462,2029.68,637.361,1924.63,632.475,1858.67,620.261,1792.71,612.932,2037.01,598.274,1944.18,593.388,1883.1,583.616,1839.13,573.845,2056.55,559.187,1988.15,554.301,1941.73,551.858,1900.2
palm_288_keypoints,293.726,2152.45,337.372,2117.53,376.654,2052.06,367.924,1975.68,354.831,1908.03,300.273,1975.68,265.356,1888.39,241.351,1838.2,219.528,1794.55,254.445,1988.78,215.163,1899.3,193.34,1836.02,175.882,1785.82,212.981,2006.24,188.975,1921.13,169.335,1866.57,145.329,1820.74,180.246,2034.61,160.605,1958.22,149.694,1918.94,140.965,1881.84
palm_289_keypoints,710.466,2236.71,779.999,2209.8,838.317,2122.32,854.018,2039.33,871.962,1978.77,762.055,2039.33,755.326,1942.88,746.354,1886.8,750.84,1848.67,710.466,2048.3,699.251,1942.88,697.008,1875.59,690.279,1848.67,670.092,2059.51,656.634,1963.07,658.877,1902.5,656.634,1848.67,622.989,2081.94,620.745,2007.93,620.745,1960.82,622.989,1920.45
palm_28_keypoints,1682.48,4050.21,1870.8,3894.36,2085.1,3699.55,2182.5,3498.24,2240.95,3329.4,1948.73,3374.86,1955.22,3115.11,1961.71,2933.28,1955.22,2770.93,1773.39,3335.9,1799.37,3050.17,1799.37,2861.85,1792.87,2667.03,1630.53,3348.88,1643.52,3076.14,1656.5,2907.3,1650.01,2731.97,1474.68,3394.34,1481.17,3173.55,1487.67,3030.69,1520.14,2907.3
palm_290_keypoints,755.503,2260.55,829.87,2230.8,893.614,2150.06,914.862,2062.94,936.109,2005.57,819.247,2060.82,817.122,1958.83,821.371,1905.71,827.746,1886.59,761.877,2062.94,759.753,1958.83,764.002,1882.34,734.255,1886.59,721.507,2075.69,719.382,1977.95,721.507,1916.33,721.507,1886.59,674.761,2096.94,676.886,2024.7,681.136,1977.95,687.51,1939.71
palm_291_keypoints,807.161,2252.52,884.848,2231.53,949.937,2151.74,970.934,2061.46,1000.33,1998.47,882.748,2053.06,884.848,1958.57,884.848,1901.88,897.446,1878.79,832.357,2055.16,832.357,1945.97,844.955,1874.59,851.254,1878.79,786.164,2065.65,790.364,1960.67,796.663,1899.78,792.463,1878.79,744.171,2084.55,748.37,2006.86,750.47,1962.77,756.769,1918.68
palm_292_keypoints,847.796,2256.75,931.079,2231.12,997.279,2147.84,1018.63,2060.28,1046.4,2000.49,933.215,2053.88,933.215,1957.78,935.35,1900.12,946.028,1868.09,879.828,2058.15,881.964,1953.51,888.37,1889.44,896.912,1868.09,834.983,2068.82,841.389,1968.46,847.796,1904.39,858.473,1868.09,790.138,2090.18,796.544,2009.03,796.544,1968.46,807.222,1923.61
palm_293_keypoints,917.238,2247.82,989.193,2233,1050.57,2161.05,1082.31,2067.93,1109.82,2008.68,984.96,2061.58,993.425,1960,997.658,1907.09,1008.24,1888.05,934.169,2070.05,942.634,1957.88,948.983,1883.81,970.146,1888.05,893.959,2076.4,900.308,1976.93,915.122,1915.56,919.355,1888.05,849.517,2091.21,857.982,2012.91,866.447,1970.58,879.145,1926.14
palm_294_keypoints,1001.48,2245.3,1074.24,2227.11,1126.8,2152.32,1157.12,2063.39,1187.43,2000.73,1062.12,2049.24,1054.03,1970.41,1076.27,1919.88,965.097,1915.84,1009.56,2065.41,997.437,1994.67,981.267,1962.33,967.118,1917.86,965.097,2073.5,961.055,2029.03,973.182,1964.35,977.225,1917.86,944.885,2067.43,930.736,2031.05,918.609,2105.84,940.842,2113.92
palm_295_keypoints,1065.6,2245.4,1145.78,2225.35,1203.92,2147.17,1223.97,2062.97,1254.04,2002.83,1139.77,2046.93,1141.77,1962.74,1153.8,1916.63,1157.81,1900.59,1087.65,2062.97,1093.66,1972.76,1093.66,1920.64,1079.63,1900.59,1043.54,2079.01,1047.55,2004.83,1047.55,1952.71,1045.55,1924.65,1003.45,2109.08,1011.47,2032.9,1025.5,1998.82,1027.51,1968.75
palm_296_keypoints,1108.25,2258.56,1166.67,2188.46,1279.59,2137.84,1314.64,2069.7,1353.58,2017.13,1287.38,2196.25,1279.59,2102.8,1302.96,2063.86,1246.49,2110.58,1238.7,2227.4,1211.45,2151.47,1184.19,2120.32,1180.29,2118.37,1182.24,2244.93,1170.56,2180.68,1162.77,2143.68,1145.25,2133.95,1147.19,2260.5,1129.67,2207.93,1108.25,2188.46,1104.36,2209.88
palm_297_keypoints,1247.15,2252.54,1310.95,2238.58,1360.78,2162.83,1406.64,2099.04,1442.52,2049.2,1360.78,2218.65,1362.78,2208.68,1362.78,2194.73,1360.78,2186.75,1314.93,2256.53,1227.22,2288.42,1396.67,2109,1342.84,2184.76,1296.99,2262.51,1293.01,2250.54,1289.02,2258.52,1295,2266.49,1237.19,2292.41,1271.08,2276.46,1281.04,2264.5,1281.04,2260.51
palm_298_keypoints,1291.6,2272.21,1361.88,2272.21,1440.44,2199.86,1485.92,2113.04,1521.06,2067.56,1423.9,2123.38,1440.44,2024.15,1459.04,1955.93,1479.71,1898.05,1390.82,2119.24,1405.29,2015.88,1423.9,1951.8,1428.03,1902.19,1357.75,2119.24,1370.15,2028.29,1390.82,1958,1407.36,1898.05,1322.61,2119.24,1326.74,2055.16,1341.21,2005.55,1355.68,1970.4
palm_299_keypoints,296.129,2150.97,342.894,2117.56,378.525,2052.98,369.617,1977.27,354.029,1910.46,300.583,1972.81,264.952,1890.42,242.683,1839.2,222.641,1790.21,258.272,1986.17,215.96,1894.87,195.918,1834.75,175.876,1787.98,213.733,2003.99,189.237,1917.14,171.422,1861.47,151.38,1821.38,180.33,2035.17,160.288,1955,151.38,1914.91,140.245,1879.28
palm_29_keypoints,1698.12,4353.78,1942.36,4242.12,2144.73,4004.86,2144.73,3739.68,2123.8,3530.33,1914.45,3676.88,1886.53,3404.72,1851.64,3209.33,1809.77,3027.89,1746.97,3676.88,1691.14,3355.88,1677.18,3139.55,1635.31,2958.11,1586.47,3690.83,1551.57,3411.7,1530.64,3230.26,1516.68,3048.83,1453.88,3746.66,1405.03,3523.35,1398.05,3397.74,1405.03,3251.2
palm_2_keypoints,1277.45,3651.11,1496.39,3538.11,1722.39,3361.55,1793.01,3149.67,1778.89,2930.74,1545.83,3036.68,1559.95,2761.24,1545.83,2584.68,1510.51,2393.99,1390.45,3008.43,1397.51,2690.61,1390.45,2471.68,1348.08,2295.12,1228.01,3029.61,1263.33,2711.8,1256.26,2528.18,1235.08,2358.68,1072.64,3064.92,1100.89,2810.68,1107.95,2690.61,1115.01,2535.24
palm_300_keypoints,1310.15,2274.37,1379.66,2232.25,1457.59,2166.96,1495.5,2120.62,1529.2,2074.28,1425.99,2074.28,1459.69,2006.89,1482.86,1954.23,1501.82,1895.26,1383.87,2089.03,1417.57,2008.99,1428.1,1954.23,1440.74,1895.26,1354.38,2114.3,1371.23,2044.8,1379.66,2002.67,1390.19,1966.87,1327,2139.58,1345.96,2089.03,1358.6,2063.75,1367.02,2038.48
palm_301_keypoints,1290.59,2316.96,1373.2,2294.24,1451.68,2213.7,1490.92,2162.07,1528.09,2124.89,1412.44,2141.41,1457.88,2062.93,1486.79,2007.17,1507.44,1957.61,1377.33,2147.61,1422.77,2075.33,1439.29,2011.3,1447.55,1957.61,1346.35,2166.2,1377.33,2095.98,1391.79,2054.67,1395.92,2013.37,1317.44,2190.98,1344.29,2139.35,1358.74,2110.43,1369.07,2079.46
palm_302_keypoints,1237.4,2368.4,1329.86,2359.6,1398.11,2284.75,1439.94,2223.1,1477.36,2174.67,1371.69,2201.09,1402.51,2126.24,1433.33,2062.39,1455.35,2000.75,1338.67,2203.29,1371.69,2126.24,1389.3,2062.39,1404.71,2000.75,1310.05,2218.7,1334.26,2150.45,1347.47,2110.83,1351.88,2075.6,1274.82,2238.51,1296.84,2192.28,1305.64,2168.07,1316.65,2143.85
palm_303_keypoints,1167.07,2446.33,1240.23,2446.33,1330.59,2388.24,1375.77,2310.79,1414.5,2261.3,1315.53,2308.64,1339.2,2220.42,1369.32,2158.03,1395.14,2115,1289.71,2302.18,1313.38,2209.67,1341.35,2153.72,1343.5,2093.48,1257.44,2306.48,1287.56,2222.57,1311.23,2166.63,1337.05,2119.3,1223.01,2312.94,1248.83,2257,1266.05,2211.82,1287.56,2170.94
palm_304_keypoints,1124.8,2488.14,1206.97,2488.14,1291.25,2418.61,1327.06,2363.83,1375.52,2323.8,1265.96,2355.4,1293.35,2279.55,1324.96,2218.45,1348.13,2178.42,1240.68,2351.19,1272.28,2271.12,1291.25,2214.24,1295.46,2155.24,1209.08,2363.83,1240.68,2285.87,1261.75,2231.09,1291.25,2191.06,1173.26,2376.47,1194.33,2317.48,1209.08,2279.55,1232.25,2239.52
palm_305_keypoints,1108.12,2516.39,1171.35,2518.49,1243.01,2472.13,1295.7,2398.36,1344.17,2358.31,1240.9,2385.71,1261.98,2311.94,1295.7,2261.36,1323.1,2214.99,1211.39,2385.71,1245.11,2301.41,1274.62,2248.72,1295.7,2196.02,1177.67,2396.25,1213.5,2320.38,1240.9,2265.58,1261.98,2221.32,1141.84,2404.68,1162.92,2349.88,1181.88,2311.94,1205.07,2271.9
palm_306_keypoints,1079.06,2536.17,1144.24,2527.48,1211.59,2488.37,1263.73,2423.2,1318.04,2377.57,1213.76,2401.47,1239.83,2327.6,1268.07,2275.46,1296.32,2236.35,1183.34,2401.47,1220.28,2321.08,1244.18,2268.94,1265.9,2212.45,1155.1,2414.51,1187.69,2340.64,1211.59,2284.15,1233.31,2242.87,1115.99,2429.71,1142.06,2366.71,1159.44,2329.77,1179,2290.67
palm_307_keypoints,1076.71,2551.02,1134.04,2544.65,1199.86,2502.18,1257.19,2438.48,1306.03,2393.89,1197.74,2421.5,1229.59,2349.3,1259.32,2296.22,1284.8,2258,1172.26,2421.5,1210.48,2345.06,1231.71,2289.85,1252.95,2234.65,1144.66,2432.11,1178.63,2362.04,1197.74,2311.08,1221.1,2266.49,1108.56,2446.98,1129.79,2393.89,1144.66,2355.67,1163.77,2315.33
palm_308_keypoints,1043.89,2537.72,1099.35,2522.79,1165.48,2482.26,1216.67,2420.4,1265.73,2382.01,1156.95,2399.07,1180.41,2330.82,1201.74,2281.76,1225.2,2251.89,1129.22,2407.61,1159.08,2328.68,1178.28,2281.76,1201.74,2228.43,1097.22,2416.14,1122.82,2347.88,1142.01,2298.82,1167.61,2262.56,1063.09,2437.47,1080.16,2382.01,1095.09,2345.75,1112.15,2311.62
palm_309_keypoints,998.219,2533.12,1053.58,2530.91,1115.59,2484.4,1166.52,2424.61,1217.46,2380.32,1104.52,2413.54,1128.88,2349.32,1151.02,2296.17,1177.6,2254.09,1073.51,2411.32,1100.09,2338.25,1124.45,2287.31,1146.59,2234.16,1040.3,2422.4,1064.66,2355.96,1082.37,2305.03,1108.95,2267.38,1004.86,2437.9,1020.36,2384.75,1033.65,2353.75,1051.37,2318.31
