image_name,point_0_x,point_0_x,point_0_conf,point_1_x,point_1_x,point_1_conf,point_2_x,point_2_x,point_2_conf,point_3_x,point_3_x,point_3_conf,point_4_x,point_4_x,point_4_conf,point_5_x,point_5_x,point_5_conf,point_6_x,point_6_x,point_6_conf,point_7_x,point_7_x,point_7_conf,point_8_x,point_8_x,point_8_conf,point_9_x,point_9_x,point_9_conf,point_10_x,point_10_x,point_10_conf,point_11_x,point_11_x,point_11_conf,point_12_x,point_12_x,point_12_conf,point_13_x,point_13_x,point_13_conf,point_14_x,point_14_x,point_14_conf,point_15_x,point_15_x,point_15_conf,point_16_x,point_16_x,point_16_conf,point_17_x,point_17_x,point_17_conf,point_18_x,point_18_x,point_18_conf,point_19_x,point_19_x,point_19_conf,point_20_x,point_20_x,point_20_conf
palm_294_keypoints,1001.48,2245.3,0.240101,1074.24,2227.11,0.333517,1126.8,2152.32,0.537856,1157.12,2063.39,0.788779,1187.43,2000.73,0.832952,1062.12,2049.24,0.318152,1054.03,1970.41,0.173553,1076.27,1919.88,0.0504442,965.097,1915.84,0.0564346,1009.56,2065.41,0.241559,997.437,1994.67,0.104927,981.267,1962.33,0.0633627,967.118,1917.86,0.0444866,965.097,2073.5,0.146784,961.055,2029.03,0.0729633,973.182,1964.35,0.0525528,977.225,1917.86,0.0494453,944.885,2067.43,0.0765267,930.736,2031.05,0.0520092,918.609,2105.84,0.0530193,940.842,2113.92,0.0393916
palm_295_keypoints,1065.6,2245.4,0.113298,1145.78,2225.35,0.173778,1203.92,2147.17,0.401366,1223.97,2062.97,0.735047,1254.04,2002.83,0.839955,1139.77,2046.93,0.455164,1141.77,1962.74,0.416886,1153.8,1916.63,0.300765,1157.81,1900.59,0.0907805,1087.65,2062.97,0.370508,1093.66,1972.76,0.318414,1093.66,1920.64,0.227742,1079.63,1900.59,0.0715937,1043.54,2079.01,0.241936,1047.55,2004.83,0.256417,1047.55,1952.71,0.218232,1045.55,1924.65,0.165693,1003.45,2109.08,0.130797,1011.47,2032.9,0.121049,1025.5,1998.82,0.101626,1027.51,1968.75,0.0977414
palm_296_keypoints,1108.25,2258.56,0.0575237,1166.67,2188.46,0.0842799,1279.59,2137.84,0.184203,1314.64,2069.7,0.491756,1353.58,2017.13,0.753426,1287.38,2196.25,0.238471,1279.59,2102.8,0.143285,1302.96,2063.86,0.109018,1246.49,2110.58,0.0494282,1238.7,2227.4,0.173979,1211.45,2151.47,0.080939,1184.19,2120.32,0.0666218,1180.29,2118.37,0.0388081,1182.24,2244.93,0.126131,1170.56,2180.68,0.0580046,1162.77,2143.68,0.0498115,1145.25,2133.95,0.0421273,1147.19,2260.5,0.101587,1129.67,2207.93,0.042867,1108.25,2188.46,0.0505818,1104.36,2209.88,0.0516197
palm_297_keypoints,1247.15,2252.54,0.0988394,1310.95,2238.58,0.0974836,1360.78,2162.83,0.427098,1406.64,2099.04,0.682436,1442.52,2049.2,0.837369,1360.78,2218.65,0.07333,1362.78,2208.68,0.0920562,1362.78,2194.73,0.0656895,1360.78,2186.75,0.0499484,1314.93,2256.53,0.0252961,1227.22,2288.42,0.0129631,1396.67,2109,0.0158149,1342.84,2184.76,0.0183235,1296.99,2262.51,0.0222695,1293.01,2250.54,0.0115632,1289.02,2258.52,0.011313,1295,2266.49,0.00785469,1237.19,2292.41,0.0251726,1271.08,2276.46,0.0115506,1281.04,2264.5,0.0100631,1281.04,2260.51,0.00782997
palm_298_keypoints,1291.6,2272.21,0.300255,1361.88,2272.21,0.287227,1440.44,2199.86,0.262372,1485.92,2113.04,0.587844,1521.06,2067.56,0.780139,1423.9,2123.38,0.334336,1440.44,2024.15,0.576606,1459.04,1955.93,0.676589,1479.71,1898.05,0.610373,1390.82,2119.24,0.429611,1405.29,2015.88,0.617901,1423.9,1951.8,0.555662,1428.03,1902.19,0.238516,1357.75,2119.24,0.515066,1370.15,2028.29,0.462894,1390.82,1958,0.546151,1407.36,1898.05,0.486742,1322.61,2119.24,0.475329,1326.74,2055.16,0.530782,1341.21,2005.55,0.598995,1355.68,1970.4,0.679294
palm_299_keypoints,296.129,2150.97,0.467507,342.894,2117.56,0.579081,378.525,2052.98,0.777502,369.617,1977.27,0.835626,354.029,1910.46,0.892821,300.583,1972.81,0.850876,264.952,1890.42,0.874117,242.683,1839.2,0.854628,222.641,1790.21,0.908001,258.272,1986.17,0.868268,215.96,1894.87,0.847547,195.918,1834.75,0.859256,175.876,1787.98,0.873707,213.733,2003.99,0.862236,189.237,1917.14,0.812538,171.422,1861.47,0.76657,151.38,1821.38,0.803981,180.33,2035.17,0.820606,160.288,1955,0.840426,151.38,1914.91,0.859887,140.245,1879.28,0.923335
palm_29_keypoints,1698.12,4353.78,0.504935,1942.36,4242.12,0.62573,2144.73,4004.86,0.731969,2144.73,3739.68,0.725859,2123.8,3530.33,0.780595,1914.45,3676.88,0.778832,1886.53,3404.72,0.85618,1851.64,3209.33,0.818599,1809.77,3027.89,0.836606,1746.97,3676.88,0.829612,1691.14,3355.88,0.911374,1677.18,3139.55,0.855574,1635.31,2958.11,0.90645,1586.47,3690.83,0.765494,1551.57,3411.7,0.773641,1530.64,3230.26,0.743566,1516.68,3048.83,0.874587,1453.88,3746.66,0.704964,1405.03,3523.35,0.79127,1398.05,3397.74,0.739628,1405.03,3251.2,0.817788
palm_2_keypoints,1277.45,3651.11,0.569887,1496.39,3538.11,0.670296,1722.39,3361.55,0.77191,1793.01,3149.67,0.983212,1778.89,2930.74,0.874279,1545.83,3036.68,0.85097,1559.95,2761.24,0.874055,1545.83,2584.68,0.805845,1510.51,2393.99,0.866156,1390.45,3008.43,0.83005,1397.51,2690.61,0.889814,1390.45,2471.68,0.897667,1348.08,2295.12,0.86583,1228.01,3029.61,0.7918,1263.33,2711.8,0.756976,1256.26,2528.18,0.750092,1235.08,2358.68,0.887408,1072.64,3064.92,0.782678,1100.89,2810.68,0.866261,1107.95,2690.61,0.764692,1115.01,2535.24,0.909775
palm_300_keypoints,1310.15,2274.37,0.261096,1379.66,2232.25,0.116035,1457.59,2166.96,0.322867,1495.5,2120.62,0.809298,1529.2,2074.28,0.875731,1425.99,2074.28,0.397381,1459.69,2006.89,0.696084,1482.86,1954.23,0.810943,1501.82,1895.26,0.693167,1383.87,2089.03,0.538453,1417.57,2008.99,0.505691,1428.1,1954.23,0.854362,1440.74,1895.26,0.674905,1354.38,2114.3,0.594537,1371.23,2044.8,0.61708,1379.66,2002.67,0.785785,1390.19,1966.87,0.693888,1327,2139.58,0.610301,1345.96,2089.03,0.612471,1358.6,2063.75,0.732218,1367.02,2038.48,0.740116
palm_301_keypoints,1290.59,2316.96,0.363104,1373.2,2294.24,0.334735,1451.68,2213.7,0.565191,1490.92,2162.07,0.884112,1528.09,2124.89,0.87473,1412.44,2141.41,0.533199,1457.88,2062.93,0.752963,1486.79,2007.17,0.856694,1507.44,1957.61,0.641266,1377.33,2147.61,0.664531,1422.77,2075.33,0.591851,1439.29,2011.3,0.850375,1447.55,1957.61,0.597135,1346.35,2166.2,0.663244,1377.33,2095.98,0.625371,1391.79,2054.67,0.634128,1395.92,2013.37,0.726785,1317.44,2190.98,0.659301,1344.29,2139.35,0.642841,1358.74,2110.43,0.887453,1369.07,2079.46,0.797903
palm_302_keypoints,1237.4,2368.4,0.228505,1329.86,2359.6,0.186911,1398.11,2284.75,0.396336,1439.94,2223.1,0.76264,1477.36,2174.67,0.85774,1371.69,2201.09,0.604911,1402.51,2126.24,0.803308,1433.33,2062.39,0.895438,1455.35,2000.75,0.711644,1338.67,2203.29,0.636775,1371.69,2126.24,0.765935,1389.3,2062.39,0.884153,1404.71,2000.75,0.653239,1310.05,2218.7,0.616198,1334.26,2150.45,0.753045,1347.47,2110.83,0.554899,1351.88,2075.6,0.545928,1274.82,2238.51,0.669347,1296.84,2192.28,0.652876,1305.64,2168.07,0.694058,1316.65,2143.85,0.68658
palm_303_keypoints,1167.07,2446.33,0.292484,1240.23,2446.33,0.293727,1330.59,2388.24,0.348676,1375.77,2310.79,0.751654,1414.5,2261.3,0.866917,1315.53,2308.64,0.584725,1339.2,2220.42,0.742896,1369.32,2158.03,0.838464,1395.14,2115,0.747704,1289.71,2302.18,0.635169,1313.38,2209.67,0.678616,1341.35,2153.72,0.697445,1343.5,2093.48,0.454066,1257.44,2306.48,0.716498,1287.56,2222.57,0.625204,1311.23,2166.63,0.610302,1337.05,2119.3,0.642749,1223.01,2312.94,0.674347,1248.83,2257,0.732409,1266.05,2211.82,0.694009,1287.56,2170.94,0.815741
palm_304_keypoints,1124.8,2488.14,0.270276,1206.97,2488.14,0.302207,1291.25,2418.61,0.458939,1327.06,2363.83,0.769845,1375.52,2323.8,0.879342,1265.96,2355.4,0.558856,1293.35,2279.55,0.746649,1324.96,2218.45,0.86302,1348.13,2178.42,0.784241,1240.68,2351.19,0.657077,1272.28,2271.12,0.684043,1291.25,2214.24,0.695159,1295.46,2155.24,0.444165,1209.08,2363.83,0.694231,1240.68,2285.87,0.649858,1261.75,2231.09,0.639158,1291.25,2191.06,0.637558,1173.26,2376.47,0.667577,1194.33,2317.48,0.743369,1209.08,2279.55,0.73365,1232.25,2239.52,0.737322
palm_305_keypoints,1108.12,2516.39,0.269966,1171.35,2518.49,0.27305,1243.01,2472.13,0.291476,1295.7,2398.36,0.479601,1344.17,2358.31,0.77849,1240.9,2385.71,0.391291,1261.98,2311.94,0.664658,1295.7,2261.36,0.822223,1323.1,2214.99,0.818495,1211.39,2385.71,0.53708,1245.11,2301.41,0.613505,1274.62,2248.72,0.70494,1295.7,2196.02,0.665579,1177.67,2396.25,0.628219,1213.5,2320.38,0.615187,1240.9,2265.58,0.733094,1261.98,2221.32,0.820901,1141.84,2404.68,0.675395,1162.92,2349.88,0.732605,1181.88,2311.94,0.731911,1205.07,2271.9,0.799516
palm_306_keypoints,1079.06,2536.17,0.46863,1144.24,2527.48,0.482201,1211.59,2488.37,0.540955,1263.73,2423.2,0.476035,1318.04,2377.57,0.809269,1213.76,2401.47,0.478162,1239.83,2327.6,0.678164,1268.07,2275.46,0.835264,1296.32,2236.35,0.790467,1183.34,2401.47,0.570035,1220.28,2321.08,0.694858,1244.18,2268.94,0.66817,1265.9,2212.45,0.777291,1155.1,2414.51,0.642762,1187.69,2340.64,0.628432,1211.59,2284.15,0.664695,1233.31,2242.87,0.891492,1115.99,2429.71,0.683811,1142.06,2366.71,0.753483,1159.44,2329.77,0.794108,1179,2290.67,0.838433
palm_307_keypoints,1076.71,2551.02,0.523334,1134.04,2544.65,0.593448,1199.86,2502.18,0.713864,1257.19,2438.48,0.661165,1306.03,2393.89,0.782115,1197.74,2421.5,0.636,1229.59,2349.3,0.755247,1259.32,2296.22,0.844822,1284.8,2258,0.825056,1172.26,2421.5,0.670202,1210.48,2345.06,0.727588,1231.71,2289.85,0.688543,1252.95,2234.65,0.755503,1144.66,2432.11,0.755519,1178.63,2362.04,0.709626,1197.74,2311.08,0.711457,1221.1,2266.49,0.87869,1108.56,2446.98,0.771041,1129.79,2393.89,0.764863,1144.66,2355.67,0.843976,1163.77,2315.33,0.882094
palm_308_keypoints,1043.89,2537.72,0.406516,1099.35,2522.79,0.360449,1165.48,2482.26,0.512194,1216.67,2420.4,0.719685,1265.73,2382.01,0.877585,1156.95,2399.07,0.499341,1180.41,2330.82,0.653205,1201.74,2281.76,0.761906,1225.2,2251.89,0.641436,1129.22,2407.61,0.586826,1159.08,2328.68,0.690173,1178.28,2281.76,0.65269,1201.74,2228.43,0.748139,1097.22,2416.14,0.665868,1122.82,2347.88,0.600199,1142.01,2298.82,0.672501,1167.61,2262.56,0.849933,1063.09,2437.47,0.626574,1080.16,2382.01,0.677655,1095.09,2345.75,0.786664,1112.15,2311.62,0.892805
palm_309_keypoints,998.219,2533.12,0.529495,1053.58,2530.91,0.542005,1115.59,2484.4,0.694289,1166.52,2424.61,0.812585,1217.46,2380.32,0.872045,1104.52,2413.54,0.599829,1128.88,2349.32,0.787058,1151.02,2296.17,0.7899,1177.6,2254.09,0.780579,1073.51,2411.32,0.730492,1100.09,2338.25,0.745424,1124.45,2287.31,0.702501,1146.59,2234.16,0.889669,1040.3,2422.4,0.743001,1064.66,2355.96,0.711651,1082.37,2305.03,0.701499,1108.95,2267.38,0.892421,1004.86,2437.9,0.718615,1020.36,2384.75,0.71957,1033.65,2353.75,0.788064,1051.37,2318.31,0.839183
palm_30_keypoints,1007.74,5100.86,0.243775,1207.48,4894.23,0.452433,1393.45,4604.96,0.707435,1407.22,4288.13,0.734418,1455.43,4053.96,0.753599,1076.62,4281.24,0.669192,945.757,3985.08,0.545779,849.331,3771.57,0.420829,773.569,3654.48,0.224583,897.544,4343.23,0.688289,739.131,4033.29,0.707652,608.268,3826.67,0.624072,532.505,3640.7,0.543493,739.131,4432.77,0.698336,587.605,4157.27,0.734523,498.068,3943.76,0.585356,463.63,3757.79,0.441248,587.605,4542.97,0.663804,477.405,4315.68,0.668042,408.53,4164.16,0.707723,360.317,4019.52,0.634998
palm_310_keypoints,301.82,2159.79,0.417885,341.916,2119.7,0.595085,377.556,2052.87,0.792085,366.419,1974.91,0.777021,357.509,1912.54,0.911566,304.048,1979.36,0.807297,268.407,1890.26,0.864319,237.222,1839.03,0.878425,217.174,1790.02,0.916416,252.814,1986.04,0.886656,217.174,1896.94,0.880638,197.126,1834.57,0.842573,174.851,1785.57,0.843422,214.946,2003.86,0.850613,183.761,1916.99,0.773884,165.94,1861.3,0.765894,145.893,1821.21,0.841927,179.306,2037.28,0.811506,161.485,1957.09,0.821783,145.893,1914.76,0.842866,136.982,1876.89,0.848541
palm_311_keypoints,948.482,2558.13,0.447905,1009.56,2553.77,0.587534,1077.18,2512.32,0.726941,1129.54,2446.88,0.805917,1181.89,2409.8,0.853763,1068.46,2440.34,0.681034,1088.09,2370.53,0.798152,1107.72,2322.54,0.791295,1129.54,2287.64,0.851364,1033.56,2438.15,0.679982,1059.73,2363.99,0.735835,1077.18,2316,0.74503,1092.45,2268.01,0.887451,1000.83,2446.88,0.736862,1020.47,2379.26,0.69234,1035.74,2335.63,0.699126,1055.37,2294.18,0.80209,959.388,2462.15,0.717973,974.658,2409.8,0.77117,985.565,2377.08,0.812343,996.472,2342.17,0.836819
palm_312_keypoints,908.526,2576.23,0.480641,973.582,2565.01,0.585745,1047.61,2513.42,0.739403,1096.97,2457.33,0.781183,1144.08,2414.71,0.786349,1031.91,2441.63,0.744487,1049.86,2372.09,0.880124,1061.07,2329.46,0.838117,1081.26,2295.81,0.809487,993.772,2443.87,0.680977,1013.96,2374.33,0.785379,1029.67,2327.22,0.700482,1043.13,2275.62,0.879631,955.635,2459.58,0.706573,975.826,2394.52,0.716371,991.529,2347.41,0.638481,1007.23,2300.3,0.840631,910.769,2477.52,0.747918,926.472,2423.68,0.763193,942.176,2392.28,0.829647,957.879,2354.14,0.819744
palm_313_keypoints,858.284,2564.13,0.502619,924.159,2550.96,0.636916,994.426,2498.26,0.774204,1033.95,2443.36,0.82603,1082.26,2399.45,0.804796,957.096,2432.38,0.836524,970.272,2366.51,0.854044,979.055,2322.59,0.904829,994.426,2285.26,0.857919,913.18,2430.19,0.731747,932.942,2362.12,0.648932,946.117,2316,0.805106,957.096,2267.7,0.970743,878.046,2445.56,0.718266,893.417,2379.68,0.730041,908.788,2335.77,0.737619,924.159,2291.85,0.893403,840.717,2465.32,0.705149,853.892,2414.82,0.80891,856.088,2381.88,0.865677,871.459,2346.75,0.852431
palm_314_keypoints,798.228,2588.34,0.504787,867.589,2573.16,0.604393,939.117,2516.81,0.73063,978.133,2460.45,0.832227,1017.15,2412.77,0.798676,891.432,2451.78,0.813964,906.604,2384.59,0.849261,910.939,2341.24,0.773895,923.945,2304.39,0.792406,852.416,2458.29,0.722492,869.756,2382.42,0.676003,880.594,2332.57,0.743751,887.097,2284.88,0.960568,815.568,2471.29,0.663629,830.741,2401.93,0.697314,837.244,2349.91,0.701969,852.416,2310.89,0.931116,776.553,2492.97,0.67347,785.223,2432.28,0.799209,789.558,2395.43,0.858288,800.396,2360.75,0.904587
palm_315_keypoints,730.69,2585.53,0.549712,803.543,2569.59,0.66593,880.948,2512.68,0.731315,915.098,2458.04,0.848153,951.524,2410.23,0.898517,835.415,2444.38,0.856776,842.245,2371.53,0.899147,842.245,2330.55,0.803896,853.629,2294.12,0.803426,787.606,2446.66,0.829092,801.266,2373.8,0.758185,805.819,2319.16,0.864287,808.096,2273.63,0.907676,751.18,2462.59,0.792957,760.286,2392.02,0.769051,767.116,2341.93,0.77885,769.393,2300.95,0.954912,712.477,2480.81,0.766801,714.754,2423.89,0.877273,717.03,2387.46,0.887195,726.137,2353.31,0.830315
palm_316_keypoints,701.079,2577.02,0.52768,767.363,2566.32,0.61372,842.2,2510.73,0.685782,876.411,2455.14,0.816779,906.346,2414.51,0.83544,784.469,2444.45,0.791851,795.16,2373.89,0.805864,795.16,2331.12,0.802546,797.298,2292.63,0.831376,743.843,2450.86,0.722457,748.119,2371.75,0.719854,750.258,2320.43,0.815803,750.258,2275.53,0.882916,701.079,2459.41,0.666085,709.632,2388.85,0.747443,711.77,2339.67,0.738581,713.908,2301.19,0.917928,662.591,2478.66,0.673583,664.73,2418.79,0.811071,664.73,2382.44,0.896114,673.282,2350.37,0.815943
palm_317_keypoints,632.72,2562.21,0.511301,701.791,2549.65,0.601309,777.142,2497.32,0.709797,800.165,2445,0.823307,831.561,2407.32,0.86497,714.35,2428.25,0.805715,712.257,2363.37,0.833227,710.164,2319.41,0.767335,712.257,2281.74,0.809815,664.116,2430.35,0.789363,664.116,2363.37,0.737561,666.209,2313.13,0.863765,662.023,2267.09,0.806791,624.348,2442.9,0.711484,620.162,2380.11,0.727915,622.255,2329.88,0.73284,626.441,2294.3,0.825779,582.487,2463.83,0.680505,580.393,2405.23,0.790513,580.393,2373.83,0.781138,586.673,2342.44,0.780997
palm_318_keypoints,595.308,2553.83,0.419916,652.1,2530.33,0.593471,703.018,2475.5,0.685039,724.56,2420.66,0.797414,746.102,2383.45,0.884193,636.433,2414.79,0.78214,624.683,2342.33,0.728439,616.85,2293.37,0.763339,607.058,2260.08,0.75318,585.516,2418.7,0.677235,575.724,2346.24,0.69709,567.89,2289.45,0.786632,556.14,2244.41,0.792379,542.432,2432.41,0.664458,536.556,2359.95,0.673776,528.723,2309.04,0.69263,518.931,2275.74,0.807597,501.306,2452,0.57401,497.389,2389.33,0.772979,495.431,2354.08,0.808503,495.431,2322.74,0.809669
palm_319_keypoints,498.021,2515.96,0.340672,556.768,2500.8,0.524834,606.039,2445.85,0.716721,617.409,2389,0.855738,632.57,2343.52,0.903149,530.237,2377.63,0.775121,509.392,2301.82,0.756338,494.231,2256.34,0.834289,477.176,2218.44,0.73668,480.966,2389,0.681328,460.12,2309.4,0.728772,443.065,2252.55,0.756698,427.905,2207.07,0.725009,433.59,2402.26,0.616742,418.429,2326.46,0.697951,405.164,2273.4,0.721605,393.794,2237.39,0.775244,391.899,2421.21,0.583658,376.738,2362.47,0.633261,374.843,2318.88,0.726843,372.948,2284.77,0.708468
palm_31_keypoints,1167.49,4607.04,0.463467,1319.45,4402.22,0.537305,1451.59,4144.54,0.712174,1478.02,3886.87,0.857895,1530.88,3675.44,0.849536,1226.95,3906.69,0.747935,1114.63,3629.19,0.840889,1015.53,3470.62,0.797538,923.027,3312.05,0.85379,1061.78,3952.94,0.782064,942.848,3635.8,0.929458,850.348,3444.19,0.812225,764.456,3272.41,0.783666,909.812,4032.22,0.73129,804.099,3728.3,0.805574,738.028,3543.3,0.83003,671.957,3384.73,0.809826,777.67,4118.12,0.830361,685.171,3893.47,0.801747,632.314,3748.12,0.757526,599.278,3589.55,0.783029
palm_320_keypoints,432.614,2487.52,0.250305,499.203,2469.03,0.425096,550.994,2407.99,0.678829,552.844,2339.55,0.830014,563.942,2295.16,0.872244,462.209,2337.7,0.738989,436.314,2261.86,0.724746,419.667,2215.62,0.775953,401.17,2184.18,0.63575,414.118,2348.8,0.643441,390.072,2269.26,0.758605,375.274,2210.07,0.774495,354.928,2169.38,0.805801,373.425,2361.74,0.653069,354.928,2291.46,0.690149,341.98,2235.97,0.629933,325.333,2200.82,0.789499,336.431,2382.09,0.635496,317.934,2321.05,0.735594,310.536,2280.36,0.692333,304.987,2247.06,0.685017
palm_321_keypoints,290.704,2155.1,0.450124,339.976,2114.79,0.6162,375.81,2049.84,0.78953,360.132,1971.45,0.844418,353.413,1908.74,0.825814,297.423,1971.45,0.845956,261.589,1886.35,0.833951,234.714,1832.59,0.878259,214.558,1790.04,0.945431,250.391,1987.13,0.939069,214.558,1895.3,0.881083,192.162,1830.35,0.85472,167.526,1781.08,0.794569,212.318,2002.8,0.868637,180.963,1917.7,0.859453,163.047,1861.71,0.786145,145.13,1816.92,0.832317,178.724,2027.44,0.799091,156.328,1953.53,0.822273,145.13,1915.46,0.860056,131.692,1879.63,0.855821
palm_322_keypoints,399.248,2386.51,0.323518,453.538,2365.18,0.486852,500.073,2308.95,0.629607,505.89,2235.27,0.692558,515.585,2182.92,0.822072,418.637,2229.45,0.745926,389.553,2148.02,0.696226,372.103,2097.6,0.735091,356.591,2058.82,0.680983,366.286,2233.33,0.708614,343.019,2151.89,0.843571,327.507,2089.85,0.913016,308.118,2043.31,0.731774,325.568,2246.9,0.7113,306.179,2169.34,0.707073,294.545,2111.18,0.707067,280.972,2074.34,0.854627,294.545,2264.35,0.632399,271.278,2200.37,0.703048,265.461,2165.47,0.800744,255.766,2122.81,0.798591
palm_323_keypoints,388.961,2293.9,0.262984,439.282,2259.68,0.403709,483.566,2201.31,0.652577,483.566,2126.83,0.779761,493.63,2074.5,0.798083,399.025,2128.84,0.70251,364.806,2044.3,0.706511,342.665,1993.98,0.707882,330.587,1951.71,0.635321,350.716,2142.93,0.684903,322.536,2048.33,0.833595,304.42,1985.93,0.853293,280.266,1925.54,0.653647,306.433,2157.02,0.693227,286.304,2072.48,0.707036,274.227,2012.1,0.680597,256.111,1967.81,0.757278,268.188,2175.14,0.642004,248.06,2108.71,0.716797,242.021,2062.42,0.780019,231.957,2026.19,0.781646
palm_324_keypoints,377.639,2178.83,0.314626,429.921,2128.64,0.435665,467.563,2061.72,0.685067,471.746,1984.35,0.752615,482.202,1927.88,0.889561,381.822,1986.44,0.719301,348.362,1896.51,0.728699,329.54,1842.14,0.820119,314.902,1794.04,0.826223,331.632,2001.08,0.697981,298.172,1902.79,0.83215,283.533,1829.59,0.923775,266.803,1777.31,0.800562,289.806,2013.62,0.693265,264.711,1919.52,0.793517,252.164,1858.87,0.726801,235.434,1810.77,0.81102,250.073,2038.72,0.674994,231.251,1961.34,0.783285,224.978,1915.33,0.755141,218.704,1875.6,0.847723
palm_325_keypoints,345.518,2079.57,0.422264,406.191,2033.54,0.50556,448.035,1968.68,0.688493,454.311,1882.9,0.765069,468.957,1828.51,0.871644,362.256,1891.27,0.716871,337.149,1797.12,0.702999,314.135,1732.27,0.796528,299.49,1682.05,0.793521,312.043,1899.64,0.732448,284.845,1797.12,0.861165,270.2,1719.71,0.832746,251.37,1661.13,0.72637,266.015,1912.19,0.721872,247.186,1815.95,0.738354,236.725,1746.91,0.699844,219.988,1696.7,0.824551,228.356,1931.02,0.762334,211.619,1849.43,0.755519,201.158,1807.58,0.725402,196.974,1761.56,0.840446
palm_326_keypoints,316.082,1960.36,0.453725,376.594,1924.5,0.589101,425.9,1852.78,0.771643,439.347,1767.62,0.81472,457.277,1709.35,0.921731,345.217,1758.65,0.830377,327.288,1660.04,0.710992,309.358,1599.53,0.782089,295.911,1547.98,0.830389,293.67,1763.13,0.82051,275.741,1657.8,0.889756,262.294,1583.84,0.894367,255.57,1525.57,0.803119,244.364,1776.58,0.748128,235.399,1675.73,0.754805,226.435,1608.49,0.723753,219.711,1559.19,0.838444,204.023,1798.99,0.805279,190.576,1713.83,0.799241,188.335,1671.25,0.774078,190.576,1621.94,0.871476
palm_327_keypoints,317.921,1865.32,0.537556,386.385,1829.91,0.58418,433.602,1766.17,0.753719,452.488,1678.81,0.806262,473.736,1619.79,0.87413,358.055,1669.37,0.842986,341.53,1565.5,0.728268,329.725,1504.11,0.788975,322.643,1445.09,0.767339,301.396,1674.09,0.843198,289.591,1563.13,0.867757,282.509,1485.23,0.886043,277.787,1402.6,0.660826,261.262,1683.54,0.767973,249.457,1577.3,0.706702,244.736,1506.47,0.745608,240.014,1452.18,0.823096,209.323,1702.42,0.759147,204.602,1617.43,0.816847,204.602,1565.5,0.818277,206.963,1523,0.899389
palm_328_keypoints,314.429,1786.52,0.544399,383.723,1745.9,0.597078,436.29,1676.61,0.705601,462.574,1590.59,0.861759,484.079,1533.24,0.888507,362.218,1569.08,0.922366,352.66,1471.12,0.79924,340.713,1401.82,0.79601,331.155,1346.87,0.823479,307.261,1569.08,0.838048,295.313,1459.17,0.839074,292.924,1382.71,0.874528,288.145,1320.58,0.819668,254.693,1576.25,0.789276,254.693,1473.51,0.797938,254.693,1411.38,0.696755,252.303,1358.81,0.903036,214.072,1602.54,0.829856,211.683,1514.13,0.819567,214.072,1471.12,0.809323,216.462,1425.72,0.873045
palm_329_keypoints,278.686,1702.2,0.558842,348.977,1659.11,0.680711,412.466,1584.29,0.727685,441.943,1498.12,0.897422,475.955,1441.44,0.905789,348.977,1477.72,0.871939,346.71,1373.41,0.809914,335.372,1300.86,0.84622,330.837,1244.17,0.800743,292.291,1477.72,0.789089,292.291,1359.81,0.855239,290.023,1282.72,0.760354,283.221,1221.49,0.449658,240.139,1479.98,0.776768,242.407,1371.15,0.711237,246.941,1303.12,0.746516,242.407,1250.97,0.771183,190.255,1495.86,0.765969,194.79,1407.43,0.79053,199.325,1357.54,0.77617,206.127,1316.73,0.880969
palm_32_keypoints,1449.94,4252.75,0.612805,1613.03,4096.19,0.70016,1776.12,3907,0.795057,1847.88,3672.15,0.845015,1939.21,3515.58,0.87981,1613.03,3698.25,0.80113,1567.36,3424.25,0.875165,1521.7,3254.64,0.855421,1462.98,3098.07,0.858627,1456.46,3724.34,0.789539,1410.79,3391.64,0.901741,1365.13,3202.45,0.894405,1312.94,3045.89,0.750295,1312.94,3743.91,0.760456,1293.37,3456.87,0.837192,1254.23,3287.26,0.824753,1228.13,3130.69,0.811636,1182.47,3783.05,0.812073,1156.37,3567.77,0.798638,1143.33,3443.82,0.78022,1143.33,3306.83,0.887289
palm_330_keypoints,213.99,1660.39,0.557027,283.284,1622.39,0.680012,350.342,1548.63,0.766775,377.165,1465.92,0.862951,412.93,1407.81,0.915018,287.754,1443.57,0.836729,285.519,1345.22,0.78462,272.107,1269.22,0.748603,272.107,1211.1,0.768791,229.637,1443.57,0.768756,227.402,1334.04,0.821971,231.872,1249.1,0.803198,225.166,1188.75,0.63223,178.226,1450.28,0.704459,180.461,1342.98,0.659223,189.402,1269.22,0.69651,180.461,1213.34,0.880066,126.814,1461.45,0.693289,131.285,1374.28,0.71559,140.226,1322.87,0.740235,146.932,1282.63,0.836404
palm_331_keypoints,134.865,1641.84,0.475142,195.709,1596.77,0.665903,265.567,1526.91,0.758949,292.609,1439.03,0.850041,321.904,1382.69,0.877731,200.216,1423.25,0.772017,195.709,1324.1,0.825731,188.949,1249.73,0.7732,179.935,1186.64,0.830691,141.626,1423.25,0.742614,141.626,1310.58,0.871622,143.879,1224.95,0.833336,137.119,1164.1,0.795413,89.7955,1425.51,0.662702,101.063,1317.34,0.709542,103.316,1247.48,0.730344,92.049,1191.14,0.771416,37.9654,1439.03,0.611936,44.7258,1344.38,0.577468,51.4863,1294.8,0.683944,67.2607,1256.49,0.78356
